Account,ChkRef,Debit,Credit,Date,Description
101124935,,36.65,,9/11/2024,DoorDash Capital 2024-09-06 c16318670fca444
101124935,,30.00,,9/11/2024,"CHK# 00 AMT $1,664.95, NSF CHARGE"
101124935,,,265.00,9/10/2024,Deposit
101124935,,22.65,,9/10/2024,DoorDash Capital 2024-09-04 9ab7cXXXXXX0422
101124935,,,100.00,9/10/2024,Deposit
101124935,,3.34,,9/10/2024,DoorDash Capital 2024-09-05 4642b7d2cd9f4fe
101124935,,,96.03,9/10/2024,"DoorDash, Inc. S Broadway ST-K7A0J2U3E1C6"
101124935,,,200.00,9/10/2024,Deposit
101124935,,,300.00,9/10/2024,Square Inc SQ240910 T3JW2N0WQWHCDGK
101124935,,,560.00,9/10/2024,Deposit
101124935,,2100.00,,9/9/2024,110109860 Transfer to LOAN XXXXXX4969 on 9/09/24 at 8:01
101124935,4001,,100.00,9/9/2024,Deposit 4001
101124935,,30.00,,9/9/2024,"CHK# 392 AMT $1,483.82, NSF CHARGE"
101124935,392,1483.82,,9/9/2024,Check #392
101124935,,19.75,,9/9/2024,DoorDash Capital 2024-09-02 6850fed7a418463
101124935,,9.90,,9/9/2024,DoorDash Capital 2024-09-03 124d83be6715448
101124935,,,2500.00,9/9/2024,Square Inc SQ240909 T31V0HFK61X97CT
101124935,,,49.89,9/9/2024,"DoorDash, Inc. S Broadway ST-X5L7K0K9X2U2"
101124935,,0.18,,9/6/2024,OVERDRAFT CHARGE
101124935,,75.00,,9/6/2024,CAPITAL ONE CRCARDPMT 3Y5KMEKGIK0BTCS
101124935,,30.00,,9/6/2024,"CHK# 00 AMT $75.00, NSF CHARGE"
101124935,,,77.53,9/6/2024,"DoorDash, Inc. S Broadway ST-S4L3X5P9F8N4"
101124935,,,15.96,9/6/2024,GRUBHUB INC Aug Actvty 24090601fFiUCQa
101124935,,2.95,,9/5/2024,RP Resident Dire WEB PMTS 1VS5YC
101124935,,29.88,,9/5/2024,DoorDash Capital 2024-09-01 849bdfb4ca6a495
101124935,,,139.58,9/5/2024,"DoorDash, Inc. S Broadway ST-A5U7O1P0K6L8"
101124935,,30.00,,9/5/2024,"CHK# 00 AMT $1,766.63, NSF CHARGE"
101124935,,,305.00,9/5/2024,Deposit
101124935,,1766.63,,9/5/2024,Metro 101 Apartm WEB PMTS LX95YC
101124935,,,500.00,9/5/2024,Square Inc SQ240905 T3Q1DSHWQP8WY31
101124935,,32.04,,9/4/2024,DoorDash Capital 2024-08-29 23b7db5489994d5
101124935,,1030.87,,9/4/2024,ADP Tax ADP Tax LHNQW 090305A01
101124935,,,43.00,9/4/2024,"DoorDash, Inc. S Broadway ST-P9V2H4Z9A1R8"
101124935,,13.08,,9/4/2024,DoorDash Capital 2024-08-28 67fe75f784a04c9
101124935,,,1800.00,9/4/2024,Square Inc SQ240904 T33VG7WBK3STW0S
101124935,391,322.00,,9/4/2024,Check #391
101124935,,56.07,,9/4/2024,DoorDash Capital 2024-08-31 ce40d5c254b2427
101124935,,21.62,,9/4/2024,DoorDash Capital 2024-08-30 f7e8e7cf265f4ff
101124935,,,24.42,9/3/2024,"DoorDash, Inc. S Broadway ST-X6T9I8U2T7X2"
101124935,,,156.50,9/3/2024,"DoorDash, Inc. S Broadway ST-Q2J9D8T8D3W1"
101124935,,,100.00,9/3/2024,Deposit
101124935,,1912.50,,9/3/2024,ADP Tax ADP Tax LHNQW 7436689VV
101124935,,93.70,,9/3/2024,BCBS HEALTH BILL PAY 20308625281
101124935,,18.14,,9/3/2024,DoorDash Capital 2024-08-27 5a82b0b930e0455
101124935,,9.27,,8/30/2024,DoorDash Capital 2024-08-26 7aa66f83319a45e
101124935,,,267.69,8/30/2024,"DoorDash, Inc. S Broadway ST-S1N9A5N8I6X5"
101124935,,,300.00,8/30/2024,Square Inc SQ240830 T3MX0Q7YANHRWB8
101124935,,,21.64,8/30/2024,GRUBHUB INC Aug Actvty 24083028fFiUCQa
101124935,,,94.18,8/29/2024,"DoorDash, Inc. S Broadway ST-C0H1F2R4X4M8"
101124935,,92.97,,8/29/2024,DoorDash Capital 2024-08-25 88d8d531d3f64d0
101124935,,39.31,,8/28/2024,DoorDash Capital 2024-08-24 176bf32807714b0
101124935,,21.08,,8/28/2024,DoorDash Capital 2024-08-23 c59628ee34874e5
101124935,,,47.65,8/28/2024,"DoorDash, Inc. S Broadway ST-U4C9L3Z6D8G5"
101124935,,16.10,,8/27/2024,DoorDash Capital 2024-08-22 849c2667e22245c
101124935,,,110.12,8/27/2024,"DoorDash, Inc. S Broadway ST-N9A8M8J0M8X9"
101124935,,13.27,,8/27/2024,DoorDash Capital 2024-08-21 afb8f8dee16f407
101124935,,,27.91,8/26/2024,"DoorDash, Inc. S Broadway ST-U8E7E7X0G3Y2"
101124935,,,1000.00,8/26/2024,Square Inc SQ240826 T3XAVNF5KPC3X0H
101124935,,200.00,,8/26/2024,ALLY CC MOBILE PAY 242360411719794
101124935,,15.85,,8/26/2024,DoorDash Capital 2024-08-20 74b92dab1df2489
101124935,,,107.14,8/23/2024,"DoorDash, Inc. S Broadway ST-H0W1P6R8L7T6"
101124935,,14.21,,8/23/2024,DoorDash Capital 2024-08-19 32fa73cdd7724b0
101124935,,39.53,,8/22/2024,DoorDash Capital 2024-08-18 XXXXXX4997b04a3
101124935,,,211.20,8/22/2024,"DoorDash, Inc. S Broadway ST-G4G0E4B6I3E7"
101124935,,913.19,,8/21/2024,Smith County Pro E-CHECk 1631189
101124935,,,45.15,8/21/2024,"DoorDash, Inc. S Broadway ST-Q6H4D4I8R1Q9"
101124935,,16.41,,8/21/2024,DoorDash Capital 2024-08-16 5001b1127e2a47d
101124935,,78.83,,8/21/2024,DoorDash Capital 2024-08-17 65fc266052b6433
101124935,,4.47,,8/20/2024,DoorDash Capital 2024-08-14 47d0a185f9a141c
101124935,,14.56,,8/20/2024,XX1008 PIN PURCHASE 08/20 16:50 LOWE'S #463 TYLER TX 001 423316003038
101124935,,,400.00,8/20/2024,Square Inc SQ240820 T31BT3DJBH15F2C
101124935,,,90.31,8/20/2024,"DoorDash, Inc. S Broadway ST-M9B6G3P3F8L3"
101124935,,5.42,,8/20/2024,DoorDash Capital 2024-08-15 7eb20ef0384a43b
101124935,,,2500.00,8/19/2024,Square Inc SQ240819 T3RQ2KDS1CEREAB
101124935,,2000.00,,8/19/2024,Drake Management WEB PMTS 9XSLJB
101124935,,,37.26,8/19/2024,"DoorDash, Inc. S Broadway ST-K1R6N6R2H7N6"
101124935,,22.99,,8/19/2024,DoorDash Capital 2024-08-13 d47741bd422549b
101124935,,2.49,,8/19/2024,"AppFolio, Inc. F WEB PMTS Q8WBF4"
101124935,,1200.00,,8/16/2024,PAYMENT SBA EIDL LOAN 1965829106
101124935,,17.61,,8/16/2024,DoorDash Capital 2024-08-12 79a9468ec79540f
101124935,,,47.59,8/16/2024,GRUBHUB INC Aug Actvty 24081614fFiUCQa
101124935,,,160.00,8/16/2024,Deposit
101124935,,,93.10,8/16/2024,"DoorDash, Inc. S Broadway ST-T0S7M3K8W4K4"
101124935,,34.80,,8/15/2024,DoorDash Capital 2024-08-11 97d0c0a0e9bf42e
101124935,,381.00,,8/15/2024,IRS USATAXPYMT 240462895956083
101124935,,,1000.00,8/15/2024,Square Inc SQ240815 T39DCX6HVRBG4WA
101124935,,,132.78,8/15/2024,"DoorDash, Inc. S Broadway ST-R7M7M0H1R1Q5"
101124935,,,55.66,8/14/2024,"DoorDash, Inc. S Broadway ST-C5A7Z4P0J6M5"
101124935,,20.43,,8/14/2024,DoorDash Capital 2024-08-09 7ebfaa5b9a954f4
101124935,,53.65,,8/14/2024,DoorDash Capital 2024-08-10 2d644490c42147f
101124935,,30.76,,8/13/2024,DoorDash Capital 2024-08-08 d0d86dc9ad02426
101124935,,,267.96,8/13/2024,"DoorDash, Inc. S Broadway ST-R1P2U5R5D9K4"
101124935,,37.52,,8/13/2024,DoorDash Capital 2024-08-07 3a7908d43f1b46c
101124935,,,39.81,8/12/2024,"DoorDash, Inc. S Broadway ST-Y0Q7W8P8L3T1"
101124935,,40.20,,8/12/2024,DoorDash Capital 2024-08-06 e9a0b8d9fd5742d
101124935,,,158.08,8/9/2024,"DoorDash, Inc. S Broadway ST-O5J2I5C5Z1N2"
101124935,,,300.00,8/9/2024,Deposit
101124935,,,31.58,8/9/2024,GRUBHUB INC Aug Actvty 24080907fFiUCQa
101124935,,,2800.00,8/9/2024,Square Inc SQ240809 T3GTWGT9FDV9BE0
101124935,,15.14,,8/9/2024,DoorDash Capital 2024-08-05 9bdc25359e57475
101124935,,3000.00,,8/9/2024,115653062 Transfer to LOAN XXXXXX4969 on 8/09/24 at 12:57
101124935,,30.00,,8/8/2024,"CHK# 00 AMT $56.89, NSF CHARGE"
101124935,,,129.81,8/8/2024,"DoorDash, Inc. S Broadway ST-Y8T4I7D9W0W8"
101124935,,56.89,,8/8/2024,DoorDash Capital 2024-08-04 3496f0e19d8c4d9
101124935,,0.05,,8/8/2024,OVERDRAFT CHARGE
101124935,306,350.00,,8/7/2024,Check #306
101124935,,30.00,,8/7/2024,"CHK# 306 AMT $350.00, NSF CHARGE"
101124935,,53.10,,8/7/2024,DoorDash Capital 2024-08-03 105d96e2ccb04a1
101124935,,42.43,,8/7/2024,DoorDash Capital 2024-08-02 a72c1ef338cd412
101124935,,,110.80,8/7/2024,"DoorDash, Inc. S Broadway ST-X1M1W5I8Y7X5"
101124935,,26.17,,8/6/2024,DoorDash Capital 2024-08-01 7628688b682c49d
101124935,,,162.32,8/6/2024,"DoorDash, Inc. S Broadway ST-H5C0I8D3V4G5"
101124935,,,1200.00,8/6/2024,Square Inc SQ240806 T3FFYJ5AM1XHYNG
101124935,,22.90,,8/6/2024,DoorDash Capital 2024-07-31 3f270d67d8954cf
101124935,,,50.00,8/5/2024,118033338 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 8/05/24 at 18:03
101124935,,12.34,,8/5/2024,DoorDash Capital 2024-07-30 e75940eec456471
101124935,,618.17,,8/5/2024,ADP Tax ADP Tax LHNQW 080205A03
101124935,,30.00,,8/5/2024,"CHK# 00 AMT $618.17, NSF CHARGE"
101124935,,,118.64,8/5/2024,"DoorDash, Inc. S Broadway ST-V2M1I9I7O8J3"
101124935,,618.17,,8/5/2024,ADP Tax ADP Tax LHNQW 070505A03
101124935,,30.00,,8/5/2024,"CHK# 00 AMT $618.17, NSF CHARGE"
101124935,,47.37,,8/2/2024,DoorDash Capital 2024-07-29 10dd75e701c54eb
101124935,,,7.45,8/2/2024,GRUBHUB INC Jul Actvty 24080231fFiUCQa
101124935,,,61.18,8/2/2024,"DoorDash, Inc. S Broadway ST-R8W1B8X2D8A5"
101124935,,,10.00,8/2/2024,GRUBHUB INC Jul Actvty 24080201fFiUCQa
101124935,,30.00,,8/2/2024,"CHK# 00 AMT $47.37, NSF CHARGE"
101124935,,133.00,,8/2/2024,CAPITAL ONE CRCARDPMT 3XY6T7HMUEWT6HI
101124935,,24.51,,8/1/2024,DoorDash Capital 2024-07-28 46fcd635c6fd404
101124935,,93.70,,8/1/2024,BCBS HEALTH BILL PAY 20217245851
101124935,,454.40,,8/1/2024,ADP Tax ADP Tax LHNQW 080204A01
101124935,,,74.78,8/1/2024,"DoorDash, Inc. S Broadway ST-O2O9P8J6E3Z5"
101124935,,,45.77,7/31/2024,"DoorDash, Inc. S Broadway ST-X2W5H9G4P6E1"
101124935,,32.23,,7/31/2024,DoorDash Capital 2024-07-27 b11bf337650f43e
101124935,,,249.93,7/30/2024,"DoorDash, Inc. S Broadway ST-R7L0G1Q8X8M4"
101124935,,37.26,,7/30/2024,DoorDash Capital 2024-07-25 05cfc88fdc1443e
101124935,,27.69,,7/30/2024,DoorDash Capital 2024-07-24 19092c4d81ee4e3
101124935,,33.00,,7/30/2024,ALLY CC MOBILE PAY 242110407694808
101124935,,19.45,,7/30/2024,DoorDash Capital 2024-07-26 b61ae4dfd1f6493
101124935,,,23.32,7/29/2024,"DoorDash, Inc. S Broadway ST-P8U4U1M3C4M4"
101124935,390,2192.22,,7/29/2024,Check #390
101124935,,15.13,,7/29/2024,XX1008 PIN PURCHASE 07/29 11:35 MARSHALLS #0590 TYLER TX 33722002 814305
101124935,,,2200.00,7/29/2024,Square Inc SQ240729 T37A636B26WR7X5
101124935,,42.34,,7/29/2024,DoorDash Capital 2024-07-23 bd0c8ffcfdbe4fe
101124935,,,12.62,7/26/2024,GRUBHUB INC Jul Actvty 24072624fFiUCQa
101124935,,9.95,,7/26/2024,DoorDash Capital 2024-07-22 68d5bf92f62a4fd
101124935,,,81.05,7/26/2024,"DoorDash, Inc. S Broadway ST-P7L6M9A0B2U8"
101124935,276,2000.00,,7/25/2024,Check #276
101124935,,30.51,,7/25/2024,DoorDash Capital 2024-07-21 4ca271d04aee4d7
101124935,,,146.85,7/25/2024,"DoorDash, Inc. S Broadway ST-X1R3A4G4S0Z9"
101124935,,59.39,,7/24/2024,DoorDash Capital 2024-07-20 ada91d5d4b354e7
101124935,,,132.95,7/24/2024,"DoorDash, Inc. S Broadway ST-N0Q5L4U6R6M9"
101124935,,2024.60,,7/23/2024,Drake Management WEB PMTS J224DB
101124935,,,289.29,7/23/2024,"DoorDash, Inc. S Broadway ST-Q9L2S7U0Q6W1"
101124935,389,368.00,,7/23/2024,Check #389
101124935,,51.37,,7/23/2024,DoorDash Capital 2024-07-19 71b41cfdd1a243a
101124935,,35.51,,7/23/2024,DoorDash Capital 2024-07-17 c48018f24095471
101124935,,47.21,,7/23/2024,DoorDash Capital 2024-07-18 a08393b7c9df44c
101124935,,2.49,,7/23/2024,"AppFolio, Inc. F WEB PMTS CJSXB4"
101124935,,,44.86,7/22/2024,"DoorDash, Inc. S Broadway ST-M2X3F9B0D9T2"
101124935,,25.49,,7/22/2024,DoorDash Capital 2024-07-16 d45bdab9589b484
101124935,,,20.00,7/19/2024,GRUBHUB INC Jul Actvty 24071917fFiUCQa
101124935,,,3800.00,7/19/2024,Square Inc SQ240719 T3KZS45F772SAG9
101124935,,,178.67,7/19/2024,"DoorDash, Inc. S Broadway ST-A1Z6I2Y3F8Q6"
101124935,,16.98,,7/19/2024,DoorDash Capital 2024-07-15 XXXXX1448d6e4aa
101124935,,,97.29,7/18/2024,"DoorDash, Inc. S Broadway ST-Q5D3B1L3I8O7"
101124935,,67.23,,7/18/2024,DoorDash Capital 2024-07-14 8b39dc1df9a9495
101124935,,222.50,,7/18/2024,STATE FARM RO 27 SFPP 08 S XXXXXX3608
101124935,,3000.00,,7/18/2024,Check
101124935,,,3000.00,7/18/2024,Square Inc SQ240718 T3CZVVV82RS1JZ6
101124935,,,57.77,7/17/2024,"DoorDash, Inc. S Broadway ST-P4H8Z9R1Q8H1"
101124935,,1200.00,,7/16/2024,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,188.35,7/16/2024,"DoorDash, Inc. S Broadway ST-K5M7D6Y8W4O0"
101124935,,,1000.00,7/16/2024,Deposit
101124935,,300.00,,7/15/2024,110137936 Transfer to CHECKING XXXXXX8098 on 7/15/24 at 18:37
101124935,,500.00,,7/15/2024,IRS USATAXPYMT 240459754164408
101124935,382,271.42,,7/15/2024,Check #382
101124935,,314.65,,7/15/2024,AMIGO ENERGY UTILITIES 6210157
101124935,,,44.52,7/15/2024,"DoorDash, Inc. S Broadway ST-G2E9Z3K5M1R8"
101124935,,49.00,,7/15/2024,CAPITAL ONE CRCARDPMT 3XU6CZTA9S511EG
101124935,,,1000.00,7/15/2024,Square Inc SQ240715 T3PMVNSRWR07YKP
101124935,,381.00,,7/15/2024,IRS USATAXPYMT 240459720719010
101124935,,11.04,,7/15/2024,XX1008 PIN PURCHASE 07/14 20:48 MCDONALD'S F3742 TYLER TX 28551618 395473
101124935,388,173.68,,7/12/2024,Check #388
101124935,,,142.61,7/12/2024,"DoorDash, Inc. S Broadway ST-I4M0Q3Z7N6E3"
101124935,,,10.99,7/12/2024,GRUBHUB INC Jul Actvty 24071210fFiUCQa
101124935,,468.20,,7/11/2024,CAPITAL ONE MOBILE PMT 3XTKVJSZ7Q59AF2
101124935,,,116.29,7/11/2024,"DoorDash, Inc. S Broadway ST-I5T5B7U6W4V4"
101124935,,2500.00,,7/10/2024,110872149 Transfer to CHECKING XXXXXX8098 on 7/10/24 at 17:36
101124935,,,155.83,7/10/2024,"DoorDash, Inc. S Broadway ST-R3T1N6K1A2J9"
101124935,,,3800.00,7/10/2024,DoorDash Capital 2024-07-09 3e1d1be84fcb459
101124935,,,169.09,7/9/2024,"DoorDash, Inc. S Broadway ST-X7N3H1K5U8F9"
101124935,,82.00,,7/8/2024,CAPITAL ONE CRCARDPMT 3XSHLDCO4T12QU4
101124935,,3000.00,,7/8/2024,110857452 Transfer to LOAN XXXXXX4969 on 7/08/24 at 7:42
101124935,,,27.57,7/8/2024,"DoorDash, Inc. S Broadway ST-J3F2Q8B3T5S8"
101124935,,,3000.00,7/8/2024,Square Inc SQ240708 T37MM3XSW96HW9W
101124935,,13.14,,7/5/2024,DoorDash Capital 2024-06-30 72c5b654b2b94f0
101124935,,,30.00,7/5/2024,NSF Fee refund
101124935,,,700.00,7/5/2024,Deposit
101124935,,,600.00,7/5/2024,Deposit
101124935,,2.95,,7/5/2024,RP Resident Dire WEB PMTS 5RB7QC
101124935,,,10.02,7/5/2024,GRUBHUB INC Jun Actvty 24070501fFiUCQa
101124935,,,101.58,7/5/2024,"DoorDash, Inc. S Broadway ST-X4V4H9U8Y4M3"
101124935,,,95.28,7/5/2024,"DoorDash, Inc. S Broadway ST-H5L6A5R2T3C4"
101124935,,1766.63,,7/5/2024,Metro 101 Apartm WEB PMTS C3Z6QC
101124935,,,900.00,7/5/2024,Deposit
101124935,,498.72,,7/3/2024,ADP Tax ADP Tax LHNQW 070503A01
101124935,,21.10,,7/3/2024,DoorDash Capital 2024-06-29 40e55b60648145b
101124935,,30.00,,7/3/2024,"CHK# 00 AMT $498.72, NSF CHARGE"
101124935,,,39.47,7/3/2024,"DoorDash, Inc. S Broadway ST-C7E5H2W0M8Z5"
101124935,,132.00,,7/2/2024,CAPITAL ONE CRCARDPMT 3XRNA21NHRN5JPY
101124935,,93.70,,7/2/2024,BCBS HEALTH BILL PAY 20134876821
101124935,,,1500.00,7/2/2024,Square Inc SQ240702 T39E8SNBZPF2RGJ
101124935,,11.80,,7/2/2024,DoorDash Capital 2024-06-28 30e01b195f394cc
101124935,,11.06,,7/2/2024,DoorDash Capital 2024-06-27 d7c8c5c5e93a47e
101124935,,35.00,,7/2/2024,ALLY CC MOBILE PAY 241810402850016
101124935,387,1500.00,,7/2/2024,Check #387
101124935,,,97.71,7/2/2024,"DoorDash, Inc. S Broadway ST-V9G2L7U2J0H1"
101124935,,1.20,,7/2/2024,DoorDash Capital 2024-06-26 81de0f82a09e468
101124935,,,29.63,7/1/2024,"DoorDash, Inc. S Broadway ST-L2I9P3X2R1T5"
101124935,,9.45,,7/1/2024,DoorDash Capital 2024-06-25 42833ea27776488
101124935,,8.00,,6/28/2024,DoorDash Capital 2024-06-24 ad43143c9f5d4fc
101124935,,,30.49,6/28/2024,"DoorDash, Inc. S Broadway ST-I7O7C8T9B9E1"
101124935,,6.06,,6/27/2024,DoorDash Capital 2024-06-23 e42ae48ab4ae415
101124935,,,105.09,6/27/2024,"DoorDash, Inc. S Broadway ST-X7S7F6B8R9R3"
101124935,,2.85,,6/26/2024,DoorDash Capital 2024-06-21 6a63e30def924bf
101124935,,21.97,,6/26/2024,DoorDash Capital 2024-06-22 2a7e493661cf499
101124935,383,1123.22,,6/26/2024,Check #383
101124935,384,1120.00,,6/26/2024,Check #384
101124935,,,15.73,6/26/2024,"DoorDash, Inc. S Broadway ST-A3R8V3I1H1U9"
101124935,,,2250.00,6/26/2024,Square Inc SQ240626 T38ZTJJJTZ510NF
101124935,,4.57,,6/25/2024,DoorDash Capital 2024-06-20 740eb2d9a125428
101124935,,,52.42,6/25/2024,"DoorDash, Inc. S Broadway ST-B3A3F3K3L3O7"
101124935,,7.44,,6/25/2024,DoorDash Capital 2024-06-19 686bXXXXX3974fd
101124935,,,17.79,6/24/2024,"DoorDash, Inc. S Broadway ST-Q0Q8H5D2U7U6"
101124935,,1.88,,6/24/2024,DoorDash Capital 2024-06-18 ba70fee186a8433
101124935,,,20.00,6/21/2024,Deposit
101124935,,17.60,,6/21/2024,DoorDash Capital 2024-06-16 8a01fXXXXX7749c
101124935,,381.00,,6/21/2024,IRS USATAXPYMT 240457320589884
101124935,,,250.00,6/21/2024,Deposit
101124935,,,75.26,6/21/2024,"DoorDash, Inc. S Broadway ST-H1U4N9F8H7N9"
101124935,,3.22,,6/21/2024,DoorDash Capital 2024-06-17 d25f55e31c5d411
101124935,,232.59,,6/20/2024,STATE FARM RO 27 SFPP 08 S XXXXXX3608
101124935,,,65.04,6/20/2024,"DoorDash, Inc. S Broadway ST-B5S6Y8C3B4G7"
101124935,,29.86,,6/20/2024,DoorDash Capital 2024-06-15 2b6805e413174af
101124935,,,140.34,6/20/2024,"DoorDash, Inc. S Broadway ST-Q5O0Z6U7Y7J5"
101124935,,5.66,,6/18/2024,DoorDash Capital 2024-06-12 881abdea4e274a7
101124935,,,76.96,6/18/2024,"DoorDash, Inc. S Broadway ST-W5Z4H0Y4L4O6"
101124935,,11.49,,6/18/2024,DoorDash Capital 2024-06-13 0e6105cf1942460
101124935,,13.35,,6/18/2024,DoorDash Capital 2024-06-14 3e74b08bcbfa4a9
101124935,,,100.00,6/17/2024,Deposit
101124935,,,1550.00,6/17/2024,Deposit
101124935,,132.00,,6/17/2024,CAPITAL ONE MOBILE PMT 3XOAXH3D0PHQNFA
101124935,,,491.25,6/17/2024,XX1008 CREDIT 06/15 01:17 SQ *ID - VU3AEYY SAN FRANCISCO CA 77827301 229628
101124935,,661.22,,6/17/2024,ADP Tax ADP Tax LHNQW 050202A01
101124935,,,60.00,6/17/2024,NSF Fee refund
101124935,,,46.41,6/17/2024,"DoorDash, Inc. S Broadway ST-F6N9I8N0L1L1"
101124935,,227.56,,6/17/2024,AMIGO ENERGY UTILITIES 7509158
101124935,,620.72,,6/17/2024,ADP Tax ADP Tax LHNQW 061403A01
101124935,,,31.79,6/14/2024,GRUBHUB INC Jun Actvty 24061412fFiUCQa
101124935,,30.00,,6/14/2024,"CHK# 00 AMT $11.76, NSF CHARGE"
101124935,,51.00,,6/14/2024,CAPITAL ONE CRCARDPMT 3XNUGLSW01088RC
101124935,,,350.00,6/14/2024,Square Inc SQ240614 T3FW339KDBQFT06
101124935,,,122.72,6/14/2024,"DoorDash, Inc. S Broadway ST-E5U7X5R0K3O5"
101124935,,30.00,,6/14/2024,"CHK# 00 AMT $51.00, NSF CHARGE"
101124935,,11.76,,6/14/2024,DoorDash Capital 2024-06-10 e4415d59084549b
101124935,,0.20,,6/14/2024,OVERDRAFT CHARGE
101124935,,0.43,,6/13/2024,OVERDRAFT CHARGE
101124935,,,47.23,6/13/2024,"DoorDash, Inc. S Broadway ST-M6T7A3M4Y4G8"
101124935,,30.00,,6/13/2024,"CHK# 00 AMT $28.23, NSF CHARGE"
101124935,,,520.00,6/12/2024,Deposit
101124935,,0.44,,6/12/2024,OVERDRAFT CHARGE
101124935,,,79.23,6/12/2024,"DoorDash, Inc. S Broadway ST-J9B0Q3P9N1Q7"
101124935,,30.00,,6/12/2024,"CHK# 00 AMT $10.66, NSF CHARGE"
101124935,,,1100.00,6/12/2024,Square Inc SQ240612 T3QXCGADYB5Y489
101124935,,30.00,,6/11/2024,"CHK# 00 AMT $14.52, NSF CHARGE"
101124935,,30.00,,6/11/2024,"CHK# 00 AMT $15.82, NSF CHARGE"
101124935,,1.23,,6/11/2024,OVERDRAFT CHARGE
101124935,,,186.83,6/11/2024,"DoorDash, Inc. S Broadway ST-F2F0T5J0V9E1"
101124935,,30.00,,6/11/2024,"CHK# 00 AMT $16.34, NSF CHARGE"
101124935,,0.51,,6/10/2024,OVERDRAFT CHARGE
101124935,,30.00,,6/10/2024,"CHK# 00 AMT $50.00, NSF CHARGE"
101124935,,9.74,,6/10/2024,DoorDash Capital 2024-06-04 a58873aa7bde42f
101124935,,30.00,,6/10/2024,"CHK# 00 AMT $9.74, NSF CHARGE"
101124935,397,1500.00,,6/10/2024,Check #397
101124935,,50.00,,6/10/2024,118563791 Transfer to CHECKING XXXXXX8098 on 6/10/24 at 11:01
101124935,,,51.33,6/10/2024,"DoorDash, Inc. S Broadway ST-Q2N6S2N6K8R7"
101124935,,30.00,,6/10/2024,"CHK# 397 AMT $1,500.00, NSF CHARGE"
101124935,,9.29,,6/7/2024,DoorDash Capital 2024-06-03 b34936ee107f46a
101124935,,30.00,,6/7/2024,"CHK# 00 AMT $1,200.00, NSF CHARGE"
101124935,,1200.00,,6/7/2024,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,17.83,6/7/2024,GRUBHUB INC Jun Actvty 24060705fFiUCQa
101124935,,,10.75,6/7/2024,GRUBHUB INC May Actvty 24060701fFiUCQa
101124935,,,84.59,6/7/2024,"DoorDash, Inc. S Broadway ST-Q5R1I7X3E1O7"
101124935,,,116.85,6/6/2024,"DoorDash, Inc. S Broadway ST-Y0Q5B0T9P3F3"
101124935,,17.55,,6/6/2024,DoorDash Capital 2024-06-02 ff65737934a24bb
101124935,,,500.00,6/6/2024,Square Inc SQ240606 T3EJKE53ME6RZAQ
101124935,,83.00,,6/6/2024,CAPITAL ONE CRCARDPMT 3XM5O3TJK2OT74S
101124935,,30.00,,6/5/2024,"CHK# 00 AMT $1,707.87, NSF CHARGE"
101124935,,1766.63,,6/5/2024,Metro 101 Apartm WEB PMTS 4HMJLC
101124935,,25.46,,6/5/2024,DoorDash Capital 2024-06-01 3617ff8f17e148d
101124935,,,700.00,6/5/2024,Square Inc SQ240605 T3PX5HJG7E02PAM
101124935,,,1500.00,6/5/2024,Square Inc SQ240605 T39NFAG6GTPE8KB
101124935,,1707.87,,6/5/2024,DAWN FOOD PRODUC PORTAL PMT 4206458
101124935,,2.95,,6/5/2024,RP Resident Dire WEB PMTS 5P4KLC
101124935,381,368.00,,6/5/2024,Check #381
101124935,,,5.74,6/5/2024,"DoorDash, Inc. S Broadway ST-G5L5W7C9H7F9"
101124935,,,203.87,6/4/2024,"DoorDash, Inc. S Broadway ST-M8J3I1L6K0O7"
101124935,,800.00,,6/4/2024,Smith County Pro E-CHECk 1581868
101124935,,1.58,,6/4/2024,DoorDash Capital 2024-05-31 6186c2daa22c418
101124935,,22.32,,6/4/2024,DoorDash Capital 2024-05-30 a682137fc6e44bd
101124935,,7.35,,6/4/2024,DoorDash Capital 2024-05-29 9271150a8fa04c0
101124935,,93.70,,6/3/2024,BCBS HEALTH BILL PAY 20045952641
101124935,,,2000.00,6/3/2024,Square Inc SQ240603 T3KAA73WV1P80X4
101124935,380,1333.50,,6/3/2024,Check #380
101124935,,13.51,,6/3/2024,DoorDash Capital 2024-05-28 16e9a8bdad3d460
101124935,,132.00,,6/3/2024,CAPITAL ONE CRCARDPMT 3XLBC3EDLMS0EMU
101124935,,,72.30,6/3/2024,"DoorDash, Inc. S Broadway ST-A2W7N8G8L8A7"
101124935,,,70.50,5/31/2024,"DoorDash, Inc. S Broadway ST-R8S7I5Z9E5I0"
101124935,,15.84,,5/31/2024,DoorDash Capital 2024-05-27 117dce1af501468
101124935,,,1000.00,5/30/2024,Square Inc SQ240530 T384YF7MFMPJ0PN
101124935,,13.85,,5/30/2024,DoorDash Capital 2024-05-26 e8e1ad2139e8415
101124935,,,89.80,5/30/2024,"DoorDash, Inc. S Broadway ST-B2P8F0P2Q2Q8"
101124935,,3.74,,5/29/2024,DoorDash Capital 2024-05-23 fe05d1cbf589425
